序号,标题,网址,是否违规,违规词
94,学术委员会,http://www.baidu.com/link?url=-bWr-XeN0ymoGXEVWO_l8aBN1PUxeWR6TBPeAQNIbV-v_2aLMn4DBIRlKlP3EdOB,不违规,
95,扶贫开发工作网,http://www.baidu.com/link?url=axCEsIrCLknQD7ORPGc6fs8-TCnsMUm5PnT1l4n8gYiRY5vTtp5-VdEMkSVfEYhO,不违规,
96,陕西师范大学采购网站,http://www.baidu.com/link?url=eTYA16u_lljLT6IzeoRqVy1o5wWZn0lIy8r_8dDQHDMu7F2UECSbjTxNHyDJHHdO,违规,陕西
97,陕西师范大学校园统一支付平台,http://www.baidu.com/link?url=OKJu1WvUNkqh9f43OikDCtc1cZiwNwXwmKmZseKIFAI1WNI4s2ml_eDR_oElRa6R,违规,陕西
98,陕西师范大学西夏文字与文献研究中心,http://www.baidu.com/link?url=13OW0hk_UmFGIwBxZAHx8dECDmpMtXwImlFePNdu9tIhDPxb47QocjaiKyKxIx4S,违规,陕西
99,中国古代文学博士研究生培养模式的探索与实践,http://www.baidu.com/link?url=eB6jgCYfY8KP1HVILNIKhYqr3Bm4K4aGcoqs5FMJEiHfbhrrf7x4j70QcjBj6DZq,不违规,
1,陕西师范大学图书馆,http://www.baidu.com/link?url=1nZ_aC4ko1oFzqk3jqVTqiu1PUNJyqEuCVmkenQ-3Ran-OhWc2zIYL60NQUlBfs6,违规,陕西
2,社会科学处,http://www.baidu.com/link?url=T6wPE120pmtGZClztb0QiKsVW374f9sfnKPZc_dRXQoYIkpOPfLQmX61SOhLDQav,不违规,
3,陕西师范大学,http://www.baidu.com/link?url=dEpUIjaC_Iow2GsCGmBYceCUtAcHIlh_wvC1K8Sl0UcjoAVRLz3meqTC0dB7J1yl,违规,陕西
4,教师教育办公室,http://www.baidu.com/link?url=yr5RWhmXzRAs9adYW6gUhuxNXfS6eZliTd2tgiS2JuUpqWgpy8NAqYj9cqoODSs4,不违规,
5,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=aUMMPhcDLkh_57unSXS1D5NofAHonww75hPyhYYJtuficBgeyHx-elCAdD7D-rLU,违规,陕西
6,陕西师范大学材料科学与工程学院,http://www.baidu.com/link?url=_tFvKuBEAe1qeICUdVuQG440_5vqG0PDbOnvJNywyNrrX0RIen-jy1vl52FSwOl9,违规,陕西
7,陕西师范大学国际汉学院,http://www.baidu.com/link?url=OG1IrGaQ2IRnF4MJSVBtuZdVtmjHnIkvVLoTSG_otXAPCRZAk19ytbgIXnPwvaXJ,违规,陕西
8,本科生教育网,http://www.baidu.com/link?url=f2JS2RARmWH6mcAvr90vg6DRHStp_cYFOJh_mEVn22_mub8J-Awvde_VLmdstAAk,不违规,
9,陕西师范大学国有资产管理处(物资设备招标采购管理办公室),http://www.baidu.com/link?url=GDE7SJd-oRUaLSElKOuehYxypT_85dj887_Nhf7O1kRIhCBoZEteK2gIOVkitYZz,违规,陕西
10,陕师大校友会,http://www.baidu.com/link?url=al9L2W3CpmtgVaGsqGRauLcv6BldFPiq11xKeTvR23B9Pg6O7LiEGw1OWHiwlSQa,不违规,
11,人事处,http://www.baidu.com/link?url=a4D1wDFhSQqdmRtMWavRiUvG-XRCVzwMuyvT5sTlN0pSBh6vmyshRbCyWxKSZ4NW,不违规,
12,中国教育后勤协会信息化建设专业委员会,http://www.baidu.com/link?url=lMV1a0pea64wEnbtCmpjvzAvX7kBOvFMXji2HWYYz7F6TntV_jmm_3Mg5F524RZw,不违规,
13,地理科学与旅游学院,http://www.baidu.com/link?url=FaLC63cW6S401uYoPVu-yc02H7Tk0Zvn2G0eSjYKWueljswn4B75zmGdMpkVjWWg,不违规,
14,数学与信息科学学院,http://www.baidu.com/link?url=eddewmcfaTqMFL7wMyHGJQ4HlzgVxFnQl9ivj_QMWW4OGkSX10HPal7tb3YaeNnC,不违规,
15,陕西师范大学物理学与信息技术学院-首页,http://www.baidu.com/link?url=lGl-E46g4yVRcCmbzJWwj2pw-ZpyLFV0eAPDquE993yfYk84NoW0TPQiE8C5K_5Q,违规,陕西
16,陕西师范大学美术学院 师大美术学院-网站制作技术支持:新势力网络,http://www.baidu.com/link?url=UwiFZ2ND9gOriwrcGZhyLZaWEjA7snCJJxNSOWRMHwuanw_yObVheNRl4TTNEs9p,违规,陕西
17,欢迎光临陕西师范大学历史文化学院官网,http://www.baidu.com/link?url=O4gHAcKo9JmltefBw-XclolIifnUt8ZWub_Ix3_RhpHd8FgL3gBcvd8b8as1zFs4,违规,陕西
18,陕西师范大学附属小学,http://www.baidu.com/link?url=FO1GFNE9xI1vj8cmPhyc_iTmuRNk1RT9WY4DNSIWVYi,违规,陕西
19,陕西师范大学发展规划处网站,http://www.baidu.com/link?url=FucHAgMkgosF7tkIe6pY-ieAN2t5FCSHuow6w8j5wkoFfWyBUaAQurVQEjtqH7d2,违规,陕西
20,陕西师范大学附属小学,http://www.baidu.com/link?url=3-_ErFLG4C049hd6JpXKcPN4j7pZ9EDTnzqk732raai,违规,陕西
21,陕西师范大学电子离校网站,http://www.baidu.com/link?url=wuYyIaoO9iX-WK79iBfmgiOZ3UQy7RagtI496c5-01u_JcR4G4tCgjh7p-RloSM4,违规,陕西
22,陕西师范大学化学化工学院,http://www.baidu.com/link?url=jNo5XtmSlX7Enz7SBJGBb6GvJpYS7kGOim2GCsLPKYOjPam0WPxXHd2bVqzkIUjW,违规,陕西
23,陕师大-科学技术处,http://www.baidu.com/link?url=gR_ZNDf9N1njdTHfzUKpMXYU_ZuRzNcmFaD07TNLlhg1PusJYBoI6yq4tFVyEBtn,不违规,
24,陕西师范大学教职工之家 陕师大工会 陕西师大工会 陕西师范大学...,http://www.baidu.com/link?url=Y0aYeJpqbys3Yz6cxlapWrMhSY_fzZdyTGbnk48Fnqe,违规,陕西
25,陕西师范大学计算机科学学院,http://www.baidu.com/link?url=2JVKdfISfCiVXuJu6ajQc0iVlQyKAPc6VcLtQwmS1pHZB5k4oLBa4OHzc14Vxz2J,违规,陕西
26,民族教育学院,http://www.baidu.com/link?url=oj39W_yDaE106YU7BcRwIT6rdw2-5O01b0Sf9aViuOKIhWbdy7Bj1lqwFEUs0lIE,不违规,
27,陕西师范大学西北国土资源研究中心,http://www.baidu.com/link?url=pT4JA-r2gRFaadY2O9q8vfNzRn1wOZ_irBk_ex6_Ko-ap9beSDyg_bZhXmhpsdT6,违规,陕西
28,陕西师范大学教师专业能力发展中心.,http://www.baidu.com/link?url=HEVNUs6uiiehcffOQVTmn9S29Fm3h-xFuAkGhKPWmdc8oXLFDwR54I1_BhQ-chb9,违规,陕西
29,应用表面与胶体化学教育部重点实验室,http://www.baidu.com/link?url=CqV9v896BOehxrb8woesn6CpWYCNafq245OR2j3lM8N3-W1nCmG4JTV0Zh02Z0nW,不违规,
30,应用表面与胶体化学教育部重点实验室,http://www.baidu.com/link?url=_pOiLMMQQsbh4qrpFd5RqPkbcl0JNF3G9s3Gga2AUbF8HxTU1hW7CwIk6-HL1vSk,不违规,
31,陕西师范大学食品学院,http://www.baidu.com/link?url=5hQYr4GkUPOZ_eTM3GITc5XMhEfAD2JxHAn1eHjKe4CLt9kgyytmwEK3qSgcncpB,违规,陕西
32,Shaanxi Normal University,http://www.baidu.com/link?url=yVVl24QVcJuWbefvd5_OXDzlDR2KPANW6121ALJuDPJA4w3SwxkeeWLpfenUkTN7,不违规,
33,国际交流与合作处(港澳台办公室),http://www.baidu.com/link?url=BqLoREMow7A3o1dQ5fpgiosP9w_e8350B37PHR-QABPEbIs8QtqpYQSGX1AuPywi,不违规,
34,后勤管理处网站,http://www.baidu.com/link?url=TBC0m8qt2AWIYH2_HIAAgz7qToawnKnD8_1cKOph0qsCbS9KgQO1j_rJnNc7qav8,不违规,
35,党委组织部(党校),http://www.baidu.com/link?url=NBM_GFvSrVLS6yJ6Gdykl2Lv_-tBS3WTV0aQr8jIVuNnvHK9Nt4ohclwue6Gs4s_,不违规,
36,陕西师范大学 现代教学技术教育部重点实验室,http://www.baidu.com/link?url=mDfz59uC8AaLXLGggcVqewIWsACwwlw6Lulh99NV00POYI9GmRSfcHaYgXLIeQlr,违规,陕西
37,陕西师范大学中国西部边疆研究院,http://www.baidu.com/link?url=tUxLTsv7Bg3zVMoiIxY9ZTR8kKVS_0R7kzR9xcxEweGD7YWDn-q8Uz9McjWUe-uK,违规,陕西
38,陕西师范大学 社区居委会,http://www.baidu.com/link?url=S3HbTYLxbn5VCnPF40tD_x5nTWLXOpV9BJtf48XRJ652wjjOuQ5eo_bAFd95JLXw,违规,陕西
39,党委学工部(学生处),http://www.baidu.com/link?url=tZey1w3XfeT0pFFcc5Qf6-Xu7J-OzTM1WdMy4jJd_yrbKibPnnzp2XNOYJl3wQd_,不违规,
40,陕西师范大学国际商学院网站-主页-技术支持:新势力网络,http://www.baidu.com/link?url=ES96i80HsXuWyLT9cduuivaxkJgmlpMcZyhI7k59stGkZ97-7lU0Vna4zbF8ZAQx,违规,陕西
41,陕西师范大学党委宣传部,http://www.baidu.com/link?url=tZfnvoKnblDTE9aXq1HBsmyijzNOa9VWMVbYlzSn_KoDDt8y_p7M-KPe4xTlesa-,违规,陕西
42,陕西师范大学学科建设处,http://www.baidu.com/link?url=DiODJg0cTlRreZ2_ViHXxFQsdagej6Q1ENht7i_-Ta-NVIpwk9eFLo94ctbXSmDD,违规,陕西
43,陕西师范大学远程教育学院官网,http://www.baidu.com/link?url=PZRBXQ2FrvKr3XJKxqc89AqlaeUjBzsdQr5XFd7Q8WNLtEao3XWQ_UTUyaxq-AZ3,违规,陕西
44,心理学虚拟仿真实验教学中心-陕西师范大学,http://www.baidu.com/link?url=V4gbDCmkdRplXK09hjGGONdGasqxFdhj46V4Rt6VlkU4-ZyF--myCQwWbT0pjAgm,违规,陕西
45,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=vLfXfum1shxn8PlLd6m9mDOr_zYWC-RTUTiCfyrxJPA0h8kDnDtLPaCGZ6jrKFHN,违规,陕西
46,陕西师范大学后勤第二集团网站首页,http://www.baidu.com/link?url=Lj_lvHyh0d6RrVVNbf2oLGOz0nGALMc6Z8b5f-6zTa39gsjZS9Yjqj2QN4xuuFv8,违规,陕西
47,陕师大-宗教研究中心,http://www.baidu.com/link?url=o7JDoPfMqIgRLyPbK5ESSW873wjPu-BXrO09t7mtVGeIsn-0-GyMX3WqRPbiDr9k,不违规,
48,陕西省哲学社会科学重点研究基地 西北基础教育与教师教育研究中心...,http://www.baidu.com/link?url=SUMsF17k_-KyC2J116aHbnzrfkkM5ytySDEmB1dLjQX9xlUSNXwmyxkm03qoUrTy,违规,陕西
49,陕西师范大学新闻与传播学院,http://www.baidu.com/link?url=pnTPp89PDXJGgBm9Sm5BJCLbG4nNvBzFJuHSqVL6i22Wbq1x30VINgfF9vDmlk2E,违规,陕西
50,陕西省国际科技合作基地食品与健康科学国际联合研究中心,http://www.baidu.com/link?url=0szDaQ4SZXCfJFXfo0f3F7Gxp0HBlqoBwaeUEQq-fbaPKrsx4QUFWeAZ7gsVyegT,违规,陕西
51,跨学科X-物理实验教学示范中心-陕西师范大学,http://www.baidu.com/link?url=y2FJ9CsKpYrF83oe9t54jZY2i-59_D5ejyN-TzlNllFyDZVX1QRzC-g3OOlUiWIx,违规,陕西
52,陕西师范大学基建处,http://www.baidu.com/link?url=fhbJoMQiPNdyjJaoi-xq6WhG2i-UrC8W5RhxdsXIatRiiCYEkByW27B16oF9Gfj2,违规,陕西
53,化学实验中心-化学实验教学中心,http://www.baidu.com/link?url=W_z_CeXsDMjvSYONV-VQP1PrjTyLO0WVVTkYrG6NZTFs6i7h9ZDE7QuE3KzRQxAS,不违规,
54,外国语学院网站,http://www.baidu.com/link?url=WtLcTRNdT8D7ZZd6RC3_D3YRwh0rMfy1PG_e8tfdxOz0_IXbcRmxcpbi-uYBiUwM,不违规,
55,学生处学生资助管理中心,http://www.baidu.com/link?url=wG94tcfL-fkQ5U2szdFIrHpLNBbmD043-76k7LmnbV071uLIi0qivMzaSenPViFM,不违规,
56,陕西师范大学医学社会史研究中心官方主页-网站制作技术支持:新...,http://www.baidu.com/link?url=rnURuFVhb6bNCsOlTUPkqlrrSM_T6wGwiZ9Qd16Lzz3f4IMwmY1wdUTiVB-o2o6L,违规,陕西
57,陕西师范大学迎新网站-首页,http://www.baidu.com/link?url=3wxPXLwONOBIGpopPz6JinPbnX_YFB3JJZKdnChQk_xxznLPdSwWuvkerS5_7H4W,违规,陕西
58,陕师大审计处,http://www.baidu.com/link?url=iHXqoLKQrnC87Xk2Kc0lwizSDOgza3fLehqwFQUyDXkITSp2iTZOxmxulLzJcYzF,不违规,
59,陕西师范大学体育人文社会科学研究中心,http://www.baidu.com/link?url=CNvMSggdN2ENsimf_UMBzrr-BctB_c-izeiFWSVBkeFgW_mr3c6DdRsIAu-AcTmo,违规,陕西
60,马克思主义学院,http://www.baidu.com/link?url=3eNdZeDSeOFXqgutuvL_OG3VCt-iGtIvkC0uHeiZ84czT2WNDXFz-0HneTzZkxvq,不违规,
61,人文社会科学高等研究院,http://www.baidu.com/link?url=2VleaOEym3XzeGkNO81_CO2umVVxuO0nuE1K4x-thwSSnO6VfWa61a8PczR9DIkJ,不违规,
62,陕西师范大学研究生招生信息网,http://www.baidu.com/link?url=WBQG--f65M_wKpXqa_xhVuWaC8-SFfqLdNjxSTF8ZLAIlm369sh4b-MvaDa5RnMi,违规,陕西
63,陕西师范大学哲学与政府管理学院 网站制作技术支持:新势力网络,http://www.baidu.com/link?url=Uc7GS6uIOhAIVkuj9cY7n8pQ5-nxtD3m9czKqXVaf4wHU02lPYnWZZGItSLnjxdV,违规,陕西
64,陕西师范大学本科招生信息网,http://www.baidu.com/link?url=OqIeR2yk7Tub4xQ3V0PZ361drKHRWW11Dz46eb9XUBtTqjGjPX5D96ECxnHJMQdj,违规,陕西
65,陕西师范大学环境感知与信息处理工程技术研究中心,http://www.baidu.com/link?url=1GhK6SbcAYgyvLqZGFXS14e5JWjxkOA2gVSmru31F3GAO78N2854ESwtzfKOsfWF,违规,陕西
66,中国古都名域网,http://www.baidu.com/link?url=w7FCJULoPa1xEU89QHDPmPyZhhiBF3ORR0vZISZWOgKx0_kvA7DBgE6TTaqaCjPi,不违规,
67,陕西师范大学邮件系统,http://www.baidu.com/link?url=d1O1g356YGfb9GW_xm66KWJqO84q2GjT0tKsH104HZX0tJhdAMuw0fYwlwAoYN5N,违规,陕西
68,陕西师范大学团委-启夏青年网,http://www.baidu.com/link?url=q7A3R8W3R8raMNNh_fl-UFHNKPNFGyoLAppcvY1UgwXtcuNDXMpT4zDlRAYkXIE_,违规,陕西
69,陕西师范大学教师教学发展中心,http://www.baidu.com/link?url=3HreOGuMAtXVO8a_Nj3SQ7VmmW-FfR5PdZAfiUwVUKtLLN0qtmfBCBJG0IZ2q6w_,违规,陕西
70,陕西师范大学在线课程平台,http://www.baidu.com/link?url=eXUBruhuDY4-V80h9BVuPmeNY9m_B5zyBmDj3Hj3EWqsViIWyxJIm6NUQ4O6qUPR,违规,陕西
71,陕西师范大学秘书学系,http://www.baidu.com/link?url=2BHIpEwn-1yKemiavtSXx34-U0qUBWjEOicvk3UDyumeweUkBToN-jC7akJqqUML,违规,陕西
72,陕西师范大学学报编辑部,http://www.baidu.com/link?url=3f9hX7TwPoqN-KTIr9IbxKmedgja1Dps9nPGmKl7S9igUBvxoLkBLT6nRuUbr_77,违规,陕西
73,南方发展研究中心,http://www.baidu.com/link?url=sz-sFS1wsXvW8D_zSqDiQzr5vrzpcHBaJ3iZNyRv4hO,不违规,
74,陕西师大档案馆,http://www.baidu.com/link?url=OtEx0hO7j7DIaTbNKP9V4SaqFSOZI5bsUVwYfR3LMWrZRUINGHPlZEIf-wpwVs7w,违规,陕西
75,研究生院(研工部),http://www.baidu.com/link?url=sxWCqaAhl0hawZhPSOvQi1CYaT6bFWNgtgRJ38qC4CIz6x6SGxj_OHpDlMLBCsXu,不违规,
76,陕西师范大学博物馆,http://www.baidu.com/link?url=D5UWtY1sqxsCGufHOBbcIFrPGG0rJqWFc34yGNXnZD2nXOQGCH5WsvXuI-CWI82i,违规,陕西
77,陕西省心理学会,http://www.baidu.com/link?url=9r5PkvGpp8ayo2ZcpenFYZBaWxPHEjZoYzU2j3Ntsnb8cvLenI2vVqLVeLggKNVO,违规,陕西
78,陕西师范大学 党委统战部,http://www.baidu.com/link?url=qVJPQUB5S-nA9vwOXRg4Ea3EVUcfCrYcvfthswZRZ6r1bDcl8NmVSZkOohFXmYNnJnZgBhEjvy4sD1nJoejEP_,违规,陕西
79,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=_FY-STN3hDEdppME8Wb1nOFA-H_PPzNwgb02icfvNh0UQVxeCmNvcL0e0q2UgcU1,不违规,
80,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=vgBnoop3JSucw6ncc541ticb69NOxsLD-Xj7yVSgeFI0msRvCtuXcbMym5P-aJDS,不违规,
81,数字传媒技术国家级实验教学示范中心(陕西师范大学)- 新闻与传播...,http://www.baidu.com/link?url=Tj5vJJxbK4fjh8QeNmg_tkbnjUxRAXj24F9nIJRNpcmcO0j6dbb7BR2441PLBlnq,违规,陕西
82,陕西师范大学教师干部教育学院,http://www.baidu.com/link?url=K2wj6T2JUUKa_E03HiKI32oJzeYocoA4zHJjUvf811LtYjdXiuoJLZsfWksx8J6Z,违规,陕西
83,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=d-lrv2xqQYcek2G3OYoWry5988xmhTNL-f9gh-cdweK,违规,陕西
84,一带一路建设与中亚研究协同创新中心,http://www.baidu.com/link?url=B90Kgn0yvKUhZlqoz1hg8LgZ3tbFT38FNPGTjE8eAejhppE1DNOKuDe1p0uSGcYi,不违规,
85,陕西省能源新材料与器件重点实验室,http://www.baidu.com/link?url=ItJCaQivlb4kuztvjfkBLHaHmQ5NlIlf2j6WxkdGpkeFb7grRLKLEVlOKWKX6sj9,违规,陕西
86,陕西高校课堂教学创新大赛平台,http://www.baidu.com/link?url=kClP0s8YF3cx66LV8FdPn1wklW_Reoz2MVPUFpoKLogVtpVUDvZsPNljAtBoI2-d,违规,陕西
87,CircR2Disease,http://www.baidu.com/link?url=Rdt2vmSX9OcRWH3xGVHQFW0hNqsXXXfTDTqs71x0JTM6LGSVDSfBBTVDegjLmzPv,不违规,
88,语言资源开发研究中心,http://www.baidu.com/link?url=ms2aCL4okZkI5Kmp7rdYUMOBjfx78aV7jEGgzo2MFnvAzOpxIZxygypOkReAR4AH,不违规,
89,科学技术协会,http://www.baidu.com/link?url=1O54q_UI1fcKrka1jM6aCzDuZlc5r_vfSXXjNryy62L5E_xCRg-M9ZDqO3As0Gxs,不违规,
90,内部控制办公室,http://www.baidu.com/link?url=aRmjnlHkhB6XDos_cdZVbR0gpuKPTTU7YOYNly5U7S3J-N9osb1IzimzmROz6IMj,不违规,
91,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=z-fCF-wWiyqCpqlWziB--Go2up6hYaFaXzAUBAmCznW,违规,陕西
92,物资设备采购报名系统,http://www.baidu.com/link?url=sEDh71De4Y4OCJeWPMoYxjwzMqH7yBTV-mYC-XZnS_bXAFRkf5ci6XNRLFczXKgH,不违规,
93,陕西师范大学研究生信息管理系统--登录窗口,http://www.baidu.com/link?url=zHKyebRpmb734Ut4WSYHXHWlwoPKhDJjfK-ZqadkIjtSgiqvK63PtRC7XAcF6U-a,违规,陕西
94,学术委员会,http://www.baidu.com/link?url=QmHTT5MRehggs5m9pqxFROdC5r3j4oc7Tll-EGPBMyWwqFbyJqbXhO8hU6WRzgpF,不违规,
95,扶贫开发工作网,http://www.baidu.com/link?url=7ou9yyh76ZdrSsif0f3zxERasB80W-RBK1QV9VfcQW1rI6vgvJCe5R7VngzU871t,不违规,
96,陕西师范大学采购网站,http://www.baidu.com/link?url=zC0ACRRCoVRvRSiLl_PAfYZQzc7gy6gcLjTPM_RetrDjrR6v-WWEEx7t1jc1_I0y,违规,陕西
97,陕西师范大学校园统一支付平台,http://www.baidu.com/link?url=hBa13edkmYhPGMKMEcz3Oor4Kq0B5t2nvK9X_QMl0EIojOaj_oDByXL0gPZHwCS2,违规,陕西
98,陕西师范大学西夏文字与文献研究中心,http://www.baidu.com/link?url=9yDw6v0FdGWzPqI8VnUz1a-_fXY9wGIqYWg3Ao2v9PuUxZHmtsArtA0lS21vuOG7,违规,陕西
99,中国古代文学博士研究生培养模式的探索与实践,http://www.baidu.com/link?url=VECTMm-SE8i4PC7ecTsCS4XPOUxMGfmOAQVgNaD3owil-RUp09kj-dGBeRj_uPRU,不违规,
1,Hup Wiki | FANDOM powered by Wikia,http://www.baidu.com/link?url=F3BKw_qrWPvff60dJBaLVkjqS0MjWdoVil_ZTAb2tsu,不违规,
1,Seed,http://www.baidu.com/link?url=_7SCLJV7DxXB4kQ42MFenmHV8AlOSEvilY_q4BXYsEe,不违规,
2,When Search Results,http://www.baidu.com/link?url=FSmbADnP6O_LwWnhc3ePVdMaPbK-Nt41nRt8Qoo_8t6VxAuHtzgPSfm6Y6Qww19HcfMQY4FUzqIQV7UdIvwpL_,不违规,
3,AOL Search,http://www.baidu.com/link?url=Y7MOkRLt--1T3A6YhwispQh4Xv5O93o3uH2RkOpKCAek15lXUm83_jae792gzHCxDOjKQHGIzYiWAv2FOLmnK_,不违规,
4,One body. One Earth. : Seed,http://www.baidu.com/link?url=iNZOCktVzh48PSu9K-Qlh_BSNtoCF4EEuBFHikC8g9LeTgXzVUH3rdIuDpi54ZBj,不违规,
5,Glossary : Seed,http://www.baidu.com/link?url=6Eq_8UFRAJI-qkS0N-aQZJ5qeaaXsYuoabMOcDfxsHmkEH3z0dCz3SL5jW4H_prD,不违规,
6,We’re Seed―,http://www.baidu.com/link?url=BcYfGwaBPEsNkEf0VUwnjIaolL7ntBe9CMuCeYLqQxw80KUcd7ibpBJJF-pgw80x,不违规,
7,Science : Seed,http://www.baidu.com/link?url=MjM9wgeVHHa8LNDrBrckMxjR8v2WNtxnYnGWjDU4Z-mirTfXoG_t4TEywEtoYT5b,不违规,
8,Join Us : Seed,http://www.baidu.com/link?url=FvNrY8U45Opoomr2IfkIeifFA_BGklOSxKkNyvqVp5Z3FULeb03d0j4HMr3YxLlA,不违规,
9,Female Daily Synbiotic : Seed,http://www.baidu.com/link?url=_9Uufj8KelNyPNR0USrb75nRA0GTscstDnw4kHWlKwLihC3IkgFBjuN8YU-b2vJhVCGNGzbAuNNgsMALHot_QK,不违规,
10,SeedLabs : Seed,http://www.baidu.com/link?url=LnB4-1WhetOn1Tg8LzZfZ9Wy2OTLVtdQZRSjeoik5JbIyqdNl1Q8JmXGwmT4LsrW,不违规,
11,Privacy Policy : Seed,http://www.baidu.com/link?url=qtcBwwpdPinnquWsL6ZtrEx-A18cOvTT494Juqj32Kmrexph7qJ93cvsDtbAxN2R,不违规,
12,Reference Library : Seed,http://www.baidu.com/link?url=INREmqeeoB6HxNa0FThyB16hS5XLDKVlXWw67za9qYBDbsqiZOYy52gIExJjNtZY,不违规,
13,Probiotics 101 : Seed,http://www.baidu.com/link?url=srE9eZvraS5nhAfR7CDjxira2tfyrm8Uc__lgwDi79H7Le_gMpW4eo16Un7ztA9P,不违规,
14,Terms and Conditions : Seed,http://www.baidu.com/link?url=Lq_SPNHtUQRR8Rw7ZFPubX4iYwGOzSdk9h6-WzHYC9GHqDGKFN9H540RAMBW8ly5,不违规,
15,Press : Seed,http://www.baidu.com/link?url=eucxKU6A3gzGrpEPQLe8vIF4gWpJuzJOlm_BFCpGOQCNitpn4lIDRB6-eXtRDYUM,不违规,
16,The Daily Synbiotic : Seed,http://www.baidu.com/link?url=aqvl4xLGGx9M68M6t79LheGVNnhaXFRKgl3H4CrhAckiKaj_gFkJFTREtqnr_yJT,不违规,
17,Contact : Seed,http://www.baidu.com/link?url=bHRL4L-sDr_C7fIHFtBmzmm2Lfv-xPt7Bmzg3FuXI_ApJJ2B3xc7ktl1t9QHtOFX,不违规,
18,International : Seed,http://www.baidu.com/link?url=7hKoSKUPgRI6CNPmOMKQMCvU3tdkiKY_LAwsQQ-XerTlvajA4Yi2E7rGsmSS20Jf,不违规,
19,Partner with us : Seed,http://www.baidu.com/link?url=9tucadzZwu0WUmnOoIOEp6ozOu2rL4f48SoQjpDWZDLL1tQVsJqCDoTpLZrMY57R,不违规,
20,AOL Search,http://www.baidu.com/link?url=BmhdDC50CxbJQjZpqJlFLj18ZpUAvnUrt0GRmAR00x7crWH7MSpOEfMR9xJqVHyu,不违规,
21,When Search Results,http://www.baidu.com/link?url=PbiLEEa1Oosx5_rqMx24wNmgz58dLtO-qB5ao4KUNzD-Z8-1EupiFUsV5W_3E_ISc9m69aMDpuRrv1_tcZIMmq,不违规,
22,AOL Search,http://www.baidu.com/link?url=ajZTMexS7-bYQE-wphYncf_byc3Rlftc5NY3wXgxI5RAMbahNQhrtDuWr3qHdPfD,不违规,
23,AOL Search,http://www.baidu.com/link?url=BTjwWj_lH5LEE-ooaj7uTtZwrNHOoH41EuRsF3_72US,不违规,
1,Hup Wiki | FANDOM powered by Wikia,http://www.baidu.com/link?url=WYBqumhBGkBvsCE11-OURlBXhL-b_v0NR-Xj86p1hUu,不违规,
